asset.name,asset.operating_systems,compliance.audit_description,compliance.audit_file,compliance.audit_name,compliance.audit_see_also,compliance.audit_solution,compliance.info,compliance.references,compliance_result,definition.id,definition.output,definition.synopsis,first_seen,id,last_fixed,last_observed,original_compliance_result
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"207, Audit ~/.bashrc/.bash_profile changes",,"Gerar regras auditd por home para .bashrc, .bash_profile e .profile.",Inicializadores bash devem ser monitorados contra hijack de PATH/alias.,,PASSED,21157,"The command 'sh -c 'grep -RE -- ""-w[[:space:]]+/home/.*/\.(bashrc|bash_profile|profile).*-[p][[:space:]]*wa|shell_init"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,6e1a1477-7099-5e9f-aed7-19010d98aca9,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1009, Sem servicos legados",,Purgar pacotes legados de rede.,"Telnet, rsh, rlogin, tftp e similares devem estar ausentes.",,PASSED,21157,"The command 'sh -c 'dpkg-query -W -f=""${binary:Package} ${Status}\n"" telnetd inetutils-telnet rsh-client rsh-server rlogin talk talkd tftpd-hpa vsftpd 2>/dev/null | grep -q ""install ok installed"" && echo FAIL || echo PASS'' returned : 

sh: 1: Bad substitution
PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,6fa7edcc-be4a-5091-a746-05d070dbbb3c,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"905, Audit open files em passwd shadow",,Adicionar regras auditd para /etc/passwd e /etc/shadow.,Acesso a bases de identidade deve ser auditado.,,PASSED,21157,"The command 'sh -c 'grep -RE ""(/etc/passwd|/etc/shadow)"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,739977cf-8f7a-5b43-8492-d9a474b74828,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"103, Root sem login local",,Bloquear senha do root ou definir shell nologin.,Conta root nao deve permitir login interativo local.,,PASSED,21157,"The command 'sh -c '(passwd -S root 2>/dev/null | grep -Eq ""^[^[:space:]]+[[:space:]]+(L|LK)[[:space:]]"" || getent passwd root | cut -d: -f7 | grep -Eq ""(/usr)?/sbin/nologin|/bin/false"") && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,775d2a1d-0c7c-5875-9bca-dd4a72fc69b1,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1001, AppArmor ativo",,Instalar e habilitar apparmor.,Mandatory Access Control deve estar ativo.,,PASSED,21157,"The command 'sh -c 'aa-enabled >/dev/null 2>&1 && systemctl is-active apparmor >/dev/null 2>&1 && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,788ad4e0-afdb-57a1-93e6-8992b9b035a7,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"705, Resource limits configurados",,Configurar /etc/security/limits.d/90-vdi-dev.conf com nproc/nofile/core.,Limites de recurso reduzem DoS local.,,PASSED,21157,"The command 'sh -c 'grep -REq ""^[^#].*[[:space:]]+hard[[:space:]]+nproc[[:space:]]+[1-9]"" /etc/security/limits.conf /etc/security/limits.d 2>/dev/null && grep -REq ""^[^#].*[[:space:]]+hard[[:space:]]+nofile[[:space:]]+[1-9]"" /etc/security/limits.conf /etc/security/limits.d 2>/dev/null && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,7c6fede6-9bef-5782-8ee3-4c0e8218b235,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"105, Sem usuarios compartilhados",,Remover contas duplicadas/compartilhadas locais e usar identidade nominal via AD.,Usuarios humanos locais devem ter UID unico e conta individual.,,PASSED,21157,"The command 'sh -c 'cut -d: -f3 /etc/passwd | sort | uniq -d | grep -q . && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,869f6f06-5560-5955-8cb5-b9e60e334616,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"906, Audit module load/unload",,Adicionar regras auditd para init_module/delete_module/finit_module e modprobe.,Carga/remocao de modulos deve ser auditada.,,PASSED,21157,"The command 'sh -c 'grep -RE ""init_module|delete_module|finit_module|modprobe"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,8c398581-edc1-5411-9ec4-e237e2a78ab3,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"102, Restricao login por grupo",,Configurar /etc/sssd/sssd.conf com access_provider=ad e controlar acesso por realm permit/grupos.,Somente usuarios/grupos aprovados devem autenticar via SSSD.,,FAILED,21157,"The command 'sh -c 'test -f /etc/sssd/sssd.conf && grep -Eiq ""^[[:space:]]*access_provider[[:space:]]*=[[:space:]]*ad"" /etc/sssd/sssd.conf && (realm list 2>/dev/null | grep -Eiq ""permitted-(groups|logins):[[:space:]]*[^[:space:]]"" || grep -Eiq ""(ad_access_filter|simple_allow_groups|realm permit)"" /etc/sssd/sssd.conf /etc/sssd/sssd.conf.template 2>/dev/null) && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,8c3cb60c-cfd3-58cf-9c39-cf18e26c482c,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"509, Disable core dumps",,Configurar fs.suid_dumpable=0 e limits core 0.,Core dumps devem ser bloqueados.,,FAILED,21157,"The command 'sh -c 'sysctl -n fs.suid_dumpable 2>/dev/null | grep -qx 0 && grep -REq ""^[^#].*[[:space:]]+(hard|soft)[[:space:]]+core[[:space:]]+0"" /etc/security/limits.conf /etc/security/limits.d 2>/dev/null && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,8c5fb822-9b03-5dbd-93fc-0300e405b599,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"402, Audit ~/.m2 maven repository",,Adicionar regra auditd para /home/*/.m2.,Repositorio Maven local deve ter trilha de auditoria.,,FAILED,21157,"The command 'sh -c 'grep -RE ""\.m2|maven_repo"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,8d8e60e6-da75-5c15-bb63-67019e3091f6,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"208, Audit .zshrc/.zsh_profile changes",,Gerar regras auditd por home para .zshrc/.zsh_profile ou registrar excecao aprovada.,Inicializadores zsh devem ser monitorados quando zsh estiver disponivel.,,PASSED,21157,"The command 'sh -c 'if command -v zsh >/dev/null 2>&1; then grep -RE -- ""-w[[:space:]]+/home/.*/\.(zshrc|zsh_profile).*-[p][[:space:]]*wa|shell_init"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL; else echo PASS; fi'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,923075a0-535c-5185-a721-d02aa00fc329,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1303, Drive mapping local desabilitado",,Aplicar policy Citrix e registrar evidencia local.,Mapeamento de drives locais deve ser bloqueado por Citrix policy.,,FAILED,21157,"The command 'sh -c 'test -f /etc/vdi-hardening/evidence/citrix-drive-mapping-disabled && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,962a7f44-c515-51be-9b52-d967eb44bb16,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"604, rp_filter ativo",,Configurar net.ipv4.conf.all.rp_filter=1.,rp_filter reduz spoofing.,,PASSED,21157,"The command 'sysctl -n net.ipv4.conf.all.rp_filter' returned : 

1",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,96655440-69a8-54ce-b153-ba8913576405,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1105, LDAP server ausente",,Remover slapd/openldap server.,Servidor LDAP local nao deve estar instalado.,,PASSED,21157,"The command 'sh -c 'dpkg -s slapd >/dev/null 2>&1 && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,9c1bbd80-8c32-590b-a357-a145d13a64f0,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1106, USB redirection desabilitado",,Bloquear usb_storage e/ou registrar policy Citrix em evidencia.,Redirecionamento USB deve ser bloqueado por modulo ou policy Citrix.,,PASSED,21157,"The command 'sh -c '(modprobe -n -v usb_storage 2>/dev/null | grep -Eq ""install[[:space:]]+/bin/(false|true)"") || test -f /etc/vdi-hardening/evidence/citrix-usb-redirection-disabled; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,9ca90e25-ea96-5281-824a-21cfad65efc8,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"602, Redirects desabilitados",,Configurar accept_redirects=0 em all/default.,ICMP redirects devem ser desabilitados.,,PASSED,21157,"The command 'sh -c 'sysctl -n net.ipv4.conf.all.accept_redirects net.ipv4.conf.default.accept_redirects 2>/dev/null | grep -qx 1 && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,9efbc6be-3bca-59d7-8601-e23260ae8717,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"706, ulimit enforced no login",,Garantir pam_limits.so em common-session/common-session-noninteractive.,PAM limits deve ser carregado em sessoes de login.,,FAILED,21157,"The command 'grep -REq '^[[:space:]]*session[[:space:]]+required[[:space:]]+pam_limits\.so' /etc/pam.d/common-session /etc/pam.d/common-session-noninteractive 2>/dev/null && echo PASS || echo FAIL' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a096155a-e687-541c-8bdf-a7f734fedcab,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"507, ~/.cache permissoes 700",,Executar vdi-fix-user-home-perms e corrigir permissoes.,~/.cache deve ficar isolado por usuario.,,PASSED,21157,"The command 'sh -c 'find /home -mindepth 2 -maxdepth 2 -type d -name .cache ! -perm 0700 -print -quit 2>/dev/null | grep -q . && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a0b75eaa-b25c-546c-ac7d-8623b1830cc8,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"404, Sem pip system-wide global",,Configurar /etc/pip.conf com require-virtualenv=true.,pip global deve exigir virtualenv para evitar poluicao do sistema.,,PASSED,21157,"The command 'grep -Eiq '^[[:space:]]*require-virtualenv[[:space:]]*=[[:space:]]*true' /etc/pip.conf /etc/xdg/pip/pip.conf 2>/dev/null && echo PASS || echo FAIL' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a2043851-e1a6-576c-b05a-3ffcbbef6c9b,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"903, Audit mmap PROT_EXEC em /tmp",,Adicionar regra auditd/eBPF/EDR equivalente ou registrar evidencia do controle.,Execucao dinamica em /tmp deve ser detectavel.,,FAILED,21157,"The command 'sh -c 'grep -RE ""mmap.*PROT_EXEC.*tmp|tmp_exec"" /etc/audit/rules.d 2>/dev/null | grep -q . || test -f /etc/vdi-hardening/evidence/edr-mmap-tmp; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a21d9998-831d-5842-bfe5-fa9f334390ff,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"702, at/batch desabilitado para usuarios comuns",,Criar /etc/at.allow somente com root ou remover pacote at se nao usado.,at/batch deve ser restrito a root/contas aprovadas.,,PASSED,21157,"The command 'sh -c 'if command -v at >/dev/null 2>&1; then test -f /etc/at.allow && grep -qx root /etc/at.allow && [ ""$(grep -Ev ""^(root|#|$)"" /etc/at.allow | wc -l)"" -eq 0 ] && echo PASS || echo FAIL; else echo PASS; fi'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a246adbb-cd41-5a4a-b148-eba2e9161692,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"606, UFW egress default DENY",,Configurar ufw default deny outgoing ou registrar evidencia de controle egress corporativo.,Saida deve ser negada por padrao ou controlada por firewall/proxy corporativo.,,FAILED,21157,"The command 'sh -c '(ufw status verbose 2>/dev/null | grep -Eiq ""Default:.*deny[[:space:]]+\(outgoing\)"") || test -f /etc/vdi-hardening/evidence/corporate-egress-filter; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,a3608392-8fb3-534c-891e-2d2b147b22ea,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"802, Audit /lib*/ld*.so.*",,Adicionar regra auditd para dynamic loader ou baseline AIDE.,Dynamic loader deve ter trilha de auditoria.,,FAILED,21157,"The command 'sh -c 'grep -RE ""ld.*\.so|dynamic_loader"" /etc/audit/rules.d 2>/dev/null | grep -q . || grep -RE ""/lib.*/ld.*\.so"" /etc/aide/aide.conf /etc/aide/aide.conf.d 2>/dev/null | grep -q .; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,afccc426-1cb8-5fbb-bae0-f6679dfc3179,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"803, Audit /boot ou /efi",,Adicionar regra auditd para /boot e /boot/efi.,Bootloader deve ser monitorado contra tamper.,,PASSED,21157,"The command 'sh -c 'grep -RE -- ""-w[[:space:]]+/(boot|boot/efi)|boot"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b10d0ab4-2afd-5324-a9ec-eb29b4d7a032,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"305, Audit docker exec commands",,Adicionar regra auditd para binario docker/rootless docker.,Uso de docker exec deve ser auditado.,,FAILED,21157,"The command 'sh -c 'grep -RE ""(/usr/bin/docker|docker_exec)"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b1d349f9-42f4-533b-9444-079ab3aaf048,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"608, Audit conexoes ports >1024 nao-whitelisted",,Adicionar auditoria de connect/socket ou evidencia de controle egress corporativo.,Tunelamento/exfiltracao deve ser detectavel.,,FAILED,21157,"The command 'sh -c 'grep -RE ""\bconnect\b|egress_high_ports"" /etc/audit/rules.d 2>/dev/null | grep -q . || test -f /etc/vdi-hardening/evidence/corporate-egress-filter; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b3998a31-0597-59de-9b42-1adf28f917a3,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"501, /tmp com noexec,nodev,nosuid",,"Configurar /tmp dedicado ou tmp.mount/fstab com noexec,nodev,nosuid.","/tmp deve restringir execucao, devices e suid quando compativel.",,FAILED,21157,"The command 'sh -c 'findmnt -n /tmp -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)noexec(,|$)"" && findmnt -n /tmp -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)nodev(,|$)"" && findmnt -n /tmp -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)nosuid(,|$)"" && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b3a693c4-4ea8-5fe8-afbb-36a3b469fc1e,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"801, Audit /etc/ld.so.conf changes",,Adicionar regra auditd para /etc/ld.so.conf e /etc/ld.so.conf.d.,Alteracoes em caminhos de bibliotecas devem ser auditadas.,,FAILED,21157,"The command 'sh -c 'grep -RE ""(/etc/ld\.so\.conf|ld_so_conf)"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b4d7c8a0-2464-5ae2-816d-8e5d444e58a9,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"804, Immutable flag em audit rules",,"Adicionar -e 2 apos validacao das regras, ou registrar excecao operacional.",Regras auditd devem ser imutaveis em runtime quando politica exigir.,,FAILED,21157,"The command 'sh -c 'auditctl -s 2>/dev/null | grep -Eq ""enabled[[:space:]]+2"" || grep -REq ""^-e[[:space:]]+2"" /etc/audit/rules.d 2>/dev/null; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b56e74e7-12c6-5790-b4e1-7ae20bf9bf9c,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"807, kptr restrito",,Configurar kernel.kptr_restrict=2.,Exposicao de ponteiros de kernel deve ser restringida.,,PASSED,21157,"The command 'sysctl -n kernel.kptr_restrict' returned : 

2",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b6a0b3ed-288c-5dc5-881f-ef30f60f261f,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1305, Session lock apos 15min inatividade",,Aplicar policy Citrix e/ou dconf/gnome idle-delay de 900 segundos.,Sessao deve bloquear apos 15 minutos.,,FAILED,21157,"The command 'sh -c 'grep -RE ""idle-delay.*uint32 900|lock-delay.*uint32 0"" /etc/dconf/db /etc/dconf/profile 2>/dev/null | grep -q . || test -f /etc/vdi-hardening/evidence/session-lock-15min; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,b79c8c72-1474-5afe-8c64-2724286d0492,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1104, postfix desabilitado",,Remover/desabilitar postfix ou restringir a loopback quando aprovado.,MTA local nao deve atuar como relay.,,PASSED,21157,"The command 'sh -c 'systemctl is-enabled postfix 2>/dev/null | grep -Eq ""^(enabled|static)$"" && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,ba2c0806-58b3-5ba2-921b-58404fa54d57,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"205, ~/.git-credentials protegido",,Preferir credential helper/SSO; remover tokens persistentes ou aplicar chmod 600.,"Tokens Git em texto claro devem ser evitados; se existirem, permissao maxima 600.",,PASSED,21157,"The command 'sh -c 'find /home -maxdepth 2 -type f -name .git-credentials ! -perm 0600 -print -quit 2>/dev/null | grep -q . && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,bc5ad2f9-cb0a-5360-be01-22d5621b1414,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"110, Fora de grupo wheel",,Nao usar wheel no Ubuntu VDI; manter vdi-admins como grupo aprovado.,Grupo wheel nao deve virar caminho administrativo padrao.,,PASSED,21157,"The command 'sh -c 'if getent group wheel >/dev/null; then [ -z ""$(getent group wheel | cut -d: -f4)"" ] && echo PASS || echo FAIL; else echo PASS; fi'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,be2388ce-a900-58c0-b83d-bc77622af1f0,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"401, Audit ~/.local/lib site-packages Python",,Adicionar regra auditd para /home/*/.local/lib ou equivalente por home.,Dependencias Python instaladas pelo usuario devem ter trilha de auditoria.,,FAILED,21157,"The command 'sh -c 'grep -RE ""\.local/lib|python_user_lib"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,be4988dc-d85d-5da7-866e-6b94f5293ab9,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1205, AWS CLI instalado",,Instalar awscli e orientar uso de credenciais temporarias.,AWS CLI deve estar instalado para uso com SSO/STS.,,PASSED,21157,"The command 'command -v aws >/dev/null 2>&1 && echo PASS || echo FAIL' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,c5b01975-3c81-55ca-bbb0-c2910266312e,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1201, gcc/make instalados",,Instalar build-essential/gcc/g++/make e manter devs fora de sudo.,Toolchain C/C++ deve estar disponivel sem conceder sudo a dev.,,PASSED,21157,"The command 'sh -c 'command -v gcc >/dev/null 2>&1 && command -v make >/dev/null 2>&1 || exit 1; for u in $(getent group vdi-devs 2>/dev/null | cut -d: -f4 | tr , "" ""); do id -nG ""$u"" 2>/dev/null | grep -Eq ""(^| )sudo( |$)"" && exit 1; done; echo PASS' || echo FAIL' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,c64ecf07-c9b2-55b0-b0a9-d27d388683a2,,2026-05-26T22:32:29.788Z,PASSED
